nit_entidad,orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3,inf_ingresos_m_1,inf_ingresos_m_2,inf_ingresos_m_3,inf_financiamiento_m_1,inf_financiamiento_m_2,inf_financiamiento_m_3,inf_regaliaspc_m_1,inf_regaliaspc_m_2,inf_regaliaspc_m_3,inf_nproyectos_m_1,inf_nproyectos_m_2,inf_nproyectos_m_3,inf_vproyectos_m_1,inf_vproyectos_m_2,inf_igpr_m_2,inf_igpr_m_3,inf_desempennofiscal_m_1,inf_desempennofiscal_m_2,inf_desempennofiscal_m_3,inf_peducacion_m_1,inf_peducacion_m_2,inf_peducacion_m_3,inf_psalud_m_1,inf_psalud_m_2,inf_psalud_m_3
838000096,5,83,560,606,6039420836,23393878483,16114254210,72764106.45783132,41774783.005357146,26591178.564356435,12474560,6736962,9486000,212570583.4802807,100570112.74354956,75863263.35298944,28,63,48,4,4,4,34,196,418,0,0,1,40.963855421686745,35,68.97689768976898,0,1,0,0,1,0,16.26172053054151,Medio,11314.5,11619,10738.5,482,601,544,624.5,545,437.5,0,0,4469,4367,4291,4578.5,4816.5,4746,39471740000,44711935000,60611715000,-3627330000,-10957240000,6783960000,69791.625,21832.73,3130.25,1,5.5,4,4028810281.03,9839439185,47.33875,56.0775,73.75,67.925,72.04,14.004999999999999,14.345,9.535,47.715,54.28,59.635000000000005
840001036,5,22,0,1205,1161605669,0,8664433418,52800257.68181818,0,7190401.176763485,4131750,0,2700000,101034414.19755065,0,21121167.89885666,1,0,42,4,0,4,20,0,543,0,0,1,90.9090909090909,0,45.06224066390042,0,0,0,0,0,0,4.389405238858477,Bajo,8527,7822,7058,292,144,162,321,343,292,1172,7304,4201.5,3999.5,4116,4265.5,4419.5,4481,241126990000,265631815000,300776080000,-8651980000,10844785000,2065825000,74462.78499999999,80880.29000000001,90169.795,7,26,54,25630105810.46,0,49.51375,55.57125,61.87,67.36500000000001,67.08,65,62.59,60.974999999999994,21.439999999999998,24.174999999999997,26.025
842000004,5,0,2831,2422,0,14745582578,39290053717,0,5208612.708583539,16222152.649463253,0,2300000,5500000,0,16869835.726265874,148437302.19232234,0,80,54,0,4,4,0,489,721,0,1,1,0,17.273048392794067,29.76878612716763,0,1,1,0,1,1,8.503841901408272,Bajo,9619.5,9820.5,9840,791,859,777,391,669.5,247.5,0,0,4705.5,4627.5,4696,4744.5,4950,4865,28954585000,24010645000,27677115000,-891175000,-1002495000,2311980000,72518.53,95514.285,55620.115,2,4.5,1,2513218716.9,28114065958,69.12625,69.14875,77.535,71.82,71.86,8.850000000000001,8.425,6.37,44.545,46.715,52.849999999999994
842000144-7,5,84,211,0,2681813173,3828337425,0,31926347.29761905,18143779.265402842,0,16869580,7000000,0,50335614.30592679,46889663.61413569,0,1,26,0,4,4,0,72,143,0,1,1,0,85.71428571428571,67.77251184834124,0,0,0,0,0,0,0,8.90226133420237,Bajo,9619.5,9820.5,9840,791,859,777,391,669.5,247.5,0,0,4705.5,4627.5,4696,4744.5,4950,4865,28954585000,24010645000,27677115000,-891175000,-1002495000,2311980000,72518.53,95514.285,55620.115,2,4.5,1,2513218716.9,28114065958,69.12625,69.14875,77.535,71.82,71.86,8.850000000000001,8.425,6.37,44.545,46.715,52.849999999999994
843000009-4,5,501,178,0,17020852969,3023743820,0,33973758.42115769,16987324.831460673,0,12911283,7675000,0,90196598.27191646,37830677.510013804,0,28,27,0,4,4,0,281,159,0,1,1,0,56.087824351297414,89.32584269662921,0,1,0,0,1,0,0,11.675830034848401,Bajo,10554.5,11596.5,9789,571.5,809.5,616,158.5,336,324,0,0,4775.5,4996,4961,4773,5216.5,5038,32706820000,33331570000,38590990000,717560000,247680000,3664305000,237971.52000000002,188272.20500000002,103262.475,1,8.5,6,48507996360.56,18624931072.1,67.22375,76.4225,71.66,72.62,71.57,11.58,9.675,6.8149999999999995,36.99,46.605000000000004,49.745000000000005
844001287,4,0,183,563,0,2034604600,11461486655,0,11118057.923497267,20357880.38188277,0,3264000,9450000,0,38955404.380025856,51968994.28125757,0,31,56,0,4,5,0,128,274,0,1,1,0,69.94535519125684,48.66785079928952,0,1,1,0,1,1,7.433812471846266,Bajo,10733.5,9887,9432.5,276.5,396,251,162.5,99,92.5,491,7345,5087,4978.5,5028,5005,5207.5,5196,105965580000,84267625000,67199635000,14657040000,526440000,4805605000,2886478.0549999997,1829842.44,896197.69,8,16.5,4,28872414789.5,15458636337.25,64.63875,67.27625,79.17500000000001,76.485,76.36,11.035,12.455,8.15,38.47,40.735,43.915
844001355,5,744,1114,787,10603323472,13162652914,14162689068,14251778.860215053,11815666.888689408,17995792.970775094,6366166,6236928,10260000,35531335.445421875,30425249.043667916,36908229.27786519,28,38,55,4,4,4,388,400,315,1,0,0,52.1505376344086,35.90664272890485,40.02541296060991,1,1,1,1,1,1,4.47751316892868,Bajo,8726,8037,8468.5,237.5,288,260,213.5,273,94,694,7191,4935.5,4931.5,5041,4869.5,5148.5,5165,145346460000,97260535000,87930745000,31794780000,-4381575000,16342530000,2197187.065,1129018.615,889327.565,5,20,4,55521502783.31,7252741386.9,66.9775,71.36500000000001,81.34,80.595,77.74,13.355,12.55,9.504999999999999,51.825,51.82,57.31
844003225,5,278,1615,1494,4907069185,26339114980,52147695740,17651328.00359712,16309049.523219815,34904749.49129853,12895273,4205280,5691096,19896483.741688218,169769218.83479,838356874.9530513,28,51,44,4,4,4,245,609,530,1,1,0,88.12949640287769,37.70897832817337,35.475234270414994,1,1,1,1,1,1,18.168625817789216,Medio,10857.5,10375,10118.5,313.5,336,227.5,426,466.5,233,0,0,5024.5,5124.5,5198,4959,5220.5,5303,283906305000,247897735000,263000940000,47970835000,-16145275000,-15721085000,344127.815,130567.305,54967.1,9,19,13,196410326717.43,4186110093,61.786249999999995,61.755,80.32,73.54499999999999,70.92,71.38499999999999,71.15,70.78,17.83,19.305,20.86
844004197-2,5,69,588,0,1035852599,9132354461,0,15012356.507246377,15531215.069727892,0,6300000,5100000,0,45314377.15072493,35989824.33810139,0,1,30,0,2,4,0,67,323,0,0,0,0,97.10144927536231,54.93197278911565,0,0,1,0,0,1,0,7.681894237787364,Bajo,10857.5,10375,10118.5,313.5,336,227.5,426,466.5,233,0,0,5024.5,5124.5,5198,4959,5220.5,5303,283906305000,247897735000,263000940000,47970835000,-16145275000,-15721085000,344127.815,130567.305,54967.1,9,19,13,196410326717.43,4186110093,61.786249999999995,61.755,80.32,73.54499999999999,70.92,71.38499999999999,71.15,70.78,17.83,19.305,20.86
845000038,5,965,909,827,45357696609,16982620361,23991502518,47002794.413471505,18682750.672167215,29010281.15840387,9600000,10500000,18572778,790741364.8426402,23689753.08661849,40975038.54763314,40,76,60,5,4,4,369,346,389,0,0,0,38.23834196891192,38.06380638063806,47.037484885126965,0,1,1,0,1,1,17.518663419970537,Medio,6342.5,6516.5,6036,752.5,756.5,309.5,559,302,358,0,0,4359.5,3985,4104,4336,4479,4441,38647730000,30007705000,32532875000,1687540000,-4723660000,11987550000,110577.805,36052.6,110272.69,1.5,2.5,5,27585985241.38,6332192693.53,66.30625,72.6,77.18,70.58500000000001,69.42,12.42,8.375,6.970000000000001,29.275,40.875,46.515
846000253,7,304,485,318,19369608489,616220531937,26664411455,63715817.39802632,1270557797.8082473,83850350.48742138,10200000,9000000,9086666.5,212861606.83960232,18866160706.22303,320119279.5321176,32,83,61,4,4,4,175,211,123,0,1,0,57.56578947368421,43.50515463917526,38.67924528301887,0,0,0,0,1,0,45.41041364077005,Alto,9014,8892,9218.5,448,674,558.5,135,250,234.5,592,6763,4719.5,4650.5,4751,4729,4903,4916,61770340000,67868990000,82226745000,-2226240000,-12466630000,2468685000,159433.14500000002,224379.91,251909.85000000003,4,8.5,7,7884575956.37,4319071657.52,65.39,59.17375,75.72,61.504999999999995,67.46,12.795,11.155000000000001,8.334999999999999,54.05,60.305,65.325
846000471,4,676,445,189,7294001054,7394766373,7189864678,10789942.387573965,16617452.523595506,38041612.05291005,5000000,5500000,23000000,15030569.65773787,47139552.79803975,42106118.32981655,45,59,57,4,4,4,283,270,70,0,0,0,41.86390532544378,60.67415730337079,37.03703703703704,1,0,0,1,1,0,6.590167210238563,Bajo,5241.5,5262.5,7017,378,554,452.5,229.5,274.5,181,579,6587,4749,4681,4678,4679.5,4959,4858,44962565000,38250080000,41769220000,-5320790000,914250000,2445505000,157008.635,79049.365,11318.58,14,13.5,11,24767150322.46,424542957,60.52125,70.2625,73.6,68.455,71.84,10.485,9.01,7.645,48.85,51.535,55.76
846000474,5,14,2,692,275398097,37969295,7732596964,19671292.64285714,18984647.5,11174273.069364162,12900400,18984647.5,3600000,19148873.73306758,15534637.472387712,28701419.777044978,1,2,62,4,2,4,13,2,318,0,0,0,92.85714285714286,100,45.95375722543353,0,0,1,0,0,1,6.550499443480697,Bajo,6056.5,5636.5,7459,537,850,434,129.5,99.5,126,682,6965,4726,4634,4876,4733.5,4885,5022,50729510000,43511735000,59920170000,3734995000,-1425270000,-121100000,235448.815,116297.73000000001,376005.79500000004,2.5,39.5,9,9136438127.05,4635493694.24,66.0625,63.24875,74.055,70.995,70.67,13.68,11.215,8.875,49.05,50.74,56.1
846000678,5,475,98,357,6025060358,2300251830,5856875225,12684337.595789474,23471957.44897959,16405812.955182074,5000000,9600000,8000000,51953414.975846924,33143486.124881037,22986805.910914134,47,43,60,4,4,4,186,82,200,1,1,0,39.1578947368421,83.6734693877551,56.022408963585434,0,0,0,0,0,0,8.31377016214518,Bajo,13970.5,13981.5,10764.5,874,863,674,243,164,169.5,748,6841,4616.5,4333.5,4338,4538,4692.5,4696,22836035000,18528370000,21716290000,534400000,-879590000,-4641015000,6020.705,24708.535,52150.505,3.5,2,4,3074861583.76,1200048277.5,55.214999999999996,48.192499999999995,53.345,51.584999999999994,42.92,10.975,9.495000000000001,8.34,49.885,55.815,58.475
846001669,5,208,523,628,1140124438,2680325246,1528996849,5481367.490384615,5124904.868068834,2434708.358280255,2700000,2700000,1500000,12369324.136729676,14643801.20172998,2780937.617559877,18,46,16,4,4,4,96,190,156,0,1,0,46.15384615384615,36.32887189292543,24.840764331210192,0,1,0,1,1,0,5.942494869685515,Bajo,6238.5,6167,6575,557,713,581.5,384.5,377,137,733,6409,4541.5,4662.5,4778,4470.5,4946.5,4852,21906120000,19458510000,28550415000,3508685000,-3069155000,828705000,284018.765,310107.54,689773.205,3.5,6,8,3975404820.77,2791025400.18,67.64125,58.473749999999995,74.975,67.93,62.87,8.605,6.3149999999999995,5.595000000000001,37.315,39.43,44.765
846002309,5,0,357,1,0,2328367046,3600000,0,6522036.543417367,3600000,0,3399000,3600000,0,23349725.57591179,0,0,27,1,0,4,1,0,142,1,0,1,0,0,39.77591036414566,100,0,0,0,0,0,0,9.743859111145223,Bajo,4821.5,4838.5,6502,379,621,574,194.5,179.5,147.5,764,6740,4550,4357.5,4410,4562.5,4753.5,4658,22410415000,24813580000,23231010000,392325000,-7340010000,3113545000,156062.47,103967.545,89832.275,2,5,6,3442716242.07,332108286,77.49375,84.4475,63.105000000000004,67,70.85,10.344999999999999,8.41,6.640000000000001,42.4,45.2,52.55
846003357,5,0,88,736,0,385978000,2470656842,0,4386113.636363637,3356870.7092391304,0,3000000,2000000,0,3903349.3352395915,5134844.56396025,0,12,38,0,1,4,0,59,200,0,0,0,0,67.04545454545455,27.173913043478258,0,0,1,0,0,1,5.8755497988863326,Bajo,7484,7686.5,6524.5,785.5,847.5,858.5,188.5,211.5,127.5,848,6639,4385.5,5212.5,4817,4434,5233,4874,30529970000,23456420000,24767565000,5127185000,-833550000,3224520000,61246.05,69062.63,50712.825,3,4.5,5,1609851483.68,267955744,67.1375,75.3425,66.21000000000001,56.57,59.15,16.465,11.04,8.32,31.174999999999997,33.64,37.16
860009555,5,88,1111,864,12111814639,15465292751,19866688115,137634257.26136363,13920155.491449146,22993851.984953705,27500000,5426500,13966000,446064880.01909006,54893805.167667106,51133438.382256456,16,76,60,4,4,4,54,465,420,0,0,0,61.36363636363637,41.85418541854185,48.61111111111111,1,1,1,1,1,1,9.337804599246965,Bajo,9170.5,9998,9612,225,310,349.5,640.5,328,320,179,6814,5134.5,5191.5,5302,5108,5336.5,5426,60454985000,82915205000,93348575000,86155000,-19549695000,4306325000,37729.94,0,0,0,1,0,0,0,56.36875,64.64375,84.825,84.235,85.37,16.39,13.969999999999999,12.4,34.78,39.230000000000004,42.04
860015929,5,131,0,948,702629245,0,10175901404,5363582.022900763,0,10734073.210970463,3000000,0,5497500,6702803.540071965,0,19745142.121945914,1,0,45,4,0,4,99,0,350,0,0,0,75.57251908396947,0,36.91983122362869,0,0,1,1,0,1,3.4355942474574452,Bajo,10069.5,9853.5,10157.5,275,292.5,300.5,5,109,286,552,7402,4934,4944.5,5021,4976.5,5195,5291,26971175000,26224240000,32431790000,1963705000,-1652645000,10703740000,80058.565,0,0,1,3.5,0,2321763899,0,65.12875,69.39875,79.205,76.02000000000001,78.58,16.515,11.34,9.295,29.61,49.995000000000005,52.504999999999995
860020094,5,104,600,180,1445317300,4973929263,2843942451,13897281.73076923,8289882.105,15799680.283333333,10813500,6031666.5,7857000,12751142.888831988,8349802.443894376,82242808.51184879,16,29,46,4,4,4,97,238,128,1,1,0,93.26923076923077,39.666666666666664,71.11111111111111,0,0,1,0,0,1,5.945738487415282,Bajo,9671,9930,9731.5,285.5,367,324.5,160.5,116.5,109,703,7192,4870.5,4979.5,4998,4902.5,5190.5,5176,21451690000,24367200000,28602430000,1613780000,2632055000,2131470000,48853.4,41478.405,10788.830000000002,2,1,2,0,0,62.4575,67.70285714285714,75.84,72.965,73.48,12.01,10.155,8.565,37.67,45.5,49.47
860020188,5,11075,2287,0,176994632539,47656791627,0,15981456.662663657,20838124.891560998,0,3600000,10152360,0,186589768.68645698,51847227.449547626,0,48,46,0,4,4,0,1941,1444,0,1,0,0,17.525959367945823,63.139484040227366,0,1,1,0,1,1,0,6.069938425000289,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
860020283,2,357,682,544,6983664526,10406693981,11945546528,19562085.5070028,15259082.083577713,21958725.23529412,7200000,8000000,10815000,41165447.789775796,32032650.605827156,44710192.592657484,19,39,42,4,4,4,141,233,177,1,1,1,39.49579831932773,34.16422287390029,32.536764705882355,1,1,1,1,1,1,9.520679231763328,Bajo,6035,5459,7566.5,232,258.5,204,200,235,457.5,578,7329,4991.5,5126.5,5028,4925,5229.5,5253,24885115000,27261565000,38597705000,2867845000,-1302245000,-51560000,25971.045,0,138377.545,5,0,1,0,1850513279.36,65.46125,59.28625,77.405,76.19,75.66,11.955,8.125,7.085,37.84,48.45,48.03
860023878,6,252,0,540,435552446,0,2685278651,1728382.7222222222,0,4972738.242592593,1171000,0,2600000,1102104.4300203065,0,10850083.599417627,2,0,23,1,0,3,132,0,274,1,0,1,52.38095238095239,0,50.74074074074074,0,0,0,0,0,1,4.802063695394318,Bajo,8913.5,8622.5,9182,230.5,143,159.5,185,117.5,71,152,7295,5313,5253.5,5369,5278,5424.5,5492,30885945000,38154170000,45788915000,3453315000,-720115000,6842245000,39939.665,1078.165,0,0,3,0,0,0,68.158,0,88.14,87.82,87.14,15.895,17.305,16.5,20.25,23.225,23.299999999999997
860023999,4,404,385,592,2648849571,2846760324,4840026416,6556558.344059406,7394182.65974026,8175720.297297297,2200000,5000000,5562000,25287428.251460724,7258542.4516976345,9494038.315965941,31,18,3,4,3,1,156,193,201,1,1,0,38.613861386138616,50.12987012987013,33.9527027027027,1,1,1,1,1,1,5.295338367369099,Bajo,8213.5,7938,8818.5,257,297.5,208,76,80.5,32,991,7176,4746,4708,4999,4696.5,5023,4991,17183625000,15310905000,15814460000,5826655000,254255000,3498275000,117996.76999999999,86365.295,61668.365,2,1,0,2491135785,0,52.941250000000004,60.79375,72.975,74.38499999999999,70.11,8.254999999999999,6.595000000000001,4.73,35.49,35.19,33.705
860024026,6,220,323,327,8940140690,7692836501,10951045205,40637003.13636363,23816831.27244582,33489434.877675842,9991000,10000000,14540000,153620434.7926466,53615393.34977634,80919429.41801533,23,53,49,4,4,4,99,137,152,0,0,0,45,42.414860681114554,46.48318042813456,1,1,1,1,1,1,15.15987949509135,Medio,8824.5,8815,9050.5,308,337,318.5,18,178,106.5,337,7205,4983.5,4960.5,5092,4904.5,5122.5,5121,13650620000,11334060000,17012820000,6434865000,452080000,5133815000,72936.86,76575.47,53075.41,0,3,1,2112180815.17,0,73.11,79.7675,75.375,70.41,77.25,11.26,10.844999999999999,9.25,27.11,30.03,31.36
860024030,5,0,52,254,0,168984000,1207176054,0,3249692.3076923075,4752661.62992126,0,2400000,3150000,0,2221751.874909788,6030805.632828696,0,10,28,0,1,4,0,49,108,0,0,0,0,94.23076923076923,42.51968503937008,0,0,0,0,0,0,7.490813705094902,Bajo,7948,7620.5,9059.5,495,426,311.5,105.5,141.5,117.5,803,7446,4929.5,5053.5,4962,4803.5,5203.5,5219,20986435000,22215170000,20254885000,-2098195000,-196400000,1318900000,77257.1,30207.25,58200.965,1,1,0,967847627,0,66.71875,84.38375,78.36500000000001,77.24000000000001,61.71,7.62,7.15,6.87,28,31.665,33.92
860024766,5,1154,1569,1062,7479673211,9363886514,14851578280,6481519.246967071,5968060.238368387,13984536.986817326,3000000,3090000,6900000,27324186.846609488,13002589.12288131,42485107.52965448,26,49,44,4,4,4,333,457,432,1,0,0,28.856152512998268,29.12683237731039,40.67796610169492,0,1,0,0,1,0,4.061435696659597,Bajo,8123,7393.5,7944.5,160,178.5,180.5,95.5,8.5,214,437,7272,5060.5,5118.5,5398,4906.5,5056,5309,21064415000,22036940000,28425475000,1329460000,271195000,1860950000,75286.225,50477.865000000005,26961.565,1,2.5,0,1930406659.92,879006572,62.72875,59.29375,76.995,73.61,74.49,12.78,10.835,7.99,26.705,43.075,46.275000000000006
860035447,6,316,498,677,3520502397,4357758470,9585671643,11140830.370253164,8750519.016064256,14159042.308714919,7280000,5523333.5,7560000,24779697.135238867,9706942.582423074,27627179.40133411,39,60,63,4,4,4,207,241,251,0,0,0,65.50632911392405,48.393574297188756,37.07533234859675,1,1,0,1,1,1,4.474954316335172,Bajo,7281.5,7305.5,8149.5,92.5,171,108,116.5,111,157.5,381,7282,5177.5,4984,5149,4953,5074.5,5307,8843125000,9700220000,13422165000,3917955000,928135000,1606945000,47088.725,0,56940.335,1,1,1,0,0,93,86.975,75.435,69.58500000000001,72.3,7.300000000000001,7.234999999999999,5.84,28.345,30.185000000000002,31.805
860037592,4,607,803,568,1898638314,4088416717,7681826976,3127904.9654036243,5091428.04109589,13524343.267605634,2100000,2800000,7607045,3671023.7103089597,7692852.463959047,29503304.627555966,22,40,42,4,4,4,195,260,210,0,1,0,32.12520593080725,32.378580323785805,36.971830985915496,0,1,1,0,1,0,6.921224216362557,Bajo,15558.5,15673.5,16192,316,316,388,132.5,95.5,175,206,7164,5241.5,5203.5,5318,5158,5389,5443,48770440000,58349285000,57375450000,6710735000,-2761160000,10386325000,58934.595,25056.66,22307.415,0,2.5,0,820000000,0,78.67333333333333,66.96124999999999,88.445,88.125,88.56,10.745000000000001,11.17,9.415,22.53,25.5,26
860060016,5,1,124,83,4756852,1056821209,1587383796,4756852,8522751.685483871,19125105.975903615,4756852,3610000,9000000,0,15774387.399991268,36222782.82669292,1,19,21,1,4,4,1,71,55,0,0,0,100,57.25806451612904,66.26506024096386,0,0,0,0,0,0,14.65413196844668,Bajo,9263.5,9293.5,9160,251,192,228.5,124,195.5,456,926,7040,4876.5,5239.5,5296,4810.5,5211.5,5193,9221200000,8475335000,10131130000,1139285000,-401425000,734660000,117400.395,0,106495.69,0,2,1,6954939841.77,0,60.805,63.5325,71.97999999999999,63.97,66.75,8.535,5.0600000000000005,4.755000000000001,28.11,25.405,31.15
86011087-1,4,0,105,206,0,532580143,976962829,0,5072191.838095238,4742538.004854369,0,3600000,3600000,0,4588718.232617242,3901450.6424034084,0,22,28,0,4,4,0,57,78,0,1,1,0,54.285714285714285,37.86407766990291,0,0,0,0,0,0,8.828499221157706,Bajo,8104,7785.5,8521,503.5,296,303,468,379.5,298.5,1526,7421,4191,4075,3976,4272.5,4597,4474,13674690000,12266795000,14453810000,20605000,1210985000,472440000,23267.61,0,101273.59,3,1,0,419770737,0,73.43,77.20625,58.2,60.144999999999996,59.79,7.945,6.835,5.4,29.715,27.455,30.64
881862576,5,41,82,133,3966319287,2766631749,3346154273,96739494.80487806,33739411.57317073,25159054.684210528,9900000,13651625,9000000,447933688.9648085,66844990.51983423,47456087.68543865,9,27,32,3,3,4,32,38,54,0,0,0,78.04878048780488,46.34146341463415,40.6015037593985,1,1,1,1,1,1,28.09245037359714,Medio,10202.5,10179,11063,146,95.5,109,65.5,20,40.5,535,7367,4983.5,5136.5,5232,4971,5164,5302,9473505000,7197595000,10540780000,1102645000,116595000,-473555000,108736.945,0,124064.545,0,1.5,2,1684911348.88,0,75.62125,67.29571428571428,71.715,69.805,72.63,9.065000000000001,8.364999999999998,6.23,26.47,28.625,27.395
890000400,5,395,428,280,19519585468,8321459001,6315866494,49416672.070886075,19442661.21728972,22556666.05,6000000,6000000,8800000,486390457.30997926,78221881.10959676,80346275.02617258,30,56,58,4,4,4,132,156,130,1,1,1,33.41772151898734,36.44859813084112,46.42857142857143,1,1,1,1,1,0,23.193573248027715,Medio,7956.5,7150,8249,697.5,517.5,326,36.5,108,63.5,736,6133,4717,4596.5,4811,4791,4915.5,5039,30423330000,33443075000,40587425000,-1517245000,-1164455000,747225000,36793.165,1464.165,21513.985,0,2,1,1043349760.74,0,0,73.076,74.155,74.44,72.95,10.955,9.885,8.555,58.905,61.685,64.24000000000001
890000448,6,120,256,271,1056791962,7724204677,2589348352,8806599.683333334,30172674.51953125,9554790.966789668,3430000,3258000,3600000,21327020.283483695,349160260.43328047,66932368.26068935,3,3,3,3,2,3,55,90,86,0,0,0,45.83333333333333,35.15625,31.73431734317343,1,1,1,1,1,1,26.06762957211414,Medio,9615.5,9110,9645.5,550,705.5,582.5,183,373,187,819,6861,4733,4570,4585,4898,4985.5,4894,8789155000,8979220000,11096385000,274565000,-329570000,117535000,37319.295,0,90770.195,1,2,0,0,0,0,0,67.14,65.575,63.33,7.8149999999999995,6.154999999999999,5.205,39.915,41.894999999999996,42.225
890000600,4,440,987,697,15236667657,24118209698,21833667420,34628790.12954546,24435876.087132726,31325204.332855094,6972000,4500000,5280000,191125779.92390192,116796314.43070778,235586354.77007475,4,2,3,1,1,1,86,208,172,0,0,0,19.545454545454547,21.073961499493414,24.67718794835007,0,1,1,0,1,1,26.581228139629303,Medio,8058,7612,8470,470.5,592,321,177.5,142,139.5,460,6647,4989,4940.5,5028,5042.5,5230,5311,44919050000,48139120000,58629540000,-1222800000,200070000,568415000,24299.835,1837.615,2.23,1,0,1,0,0,0,0,75.155,73.33500000000001,74.54,14.17,12.625,10.795,56.905,57.935,58.565
890000671,6,87,84,480,853223950,654658800,4990191064,9807171.83908046,7793557.142857143,10396231.383333333,6000000,3015000,3560000,9444332.192416035,13133245.48233779,50721964.77912299,2,13,35,4,3,4,78,70,165,1,0,1,89.65517241379311,83.33333333333334,34.375,1,1,1,1,1,1,15.151403569182365,Medio,7948,7292,7837,435,529.5,361.5,112,22,56.5,473,6821,4952.5,4835,4954,4976.5,5066.5,5310,16802010000,24407570000,26310385000,479510000,-1160205000,6926830000,24300.35,6678.715,49230.149999999994,1,1,0,0,0,46.629999999999995,0,71.88499999999999,71.005,75.31,12.245000000000001,10.67,8.575,55.3,56.325,54.1
890000905,5,159,225,303,3788423150,4917430849,6512015417,23826560.6918239,21855248.217777777,21491800.05610561,3000000,3192222,4000000,83190087.79888526,81730276.95560916,57916617.99258072,13,25,14,3,3,2,33,67,109,0,0,0,20.754716981132077,29.777777777777775,35.973597359735976,1,1,1,1,1,1,35.65965818214683,Alto,7149,6493.5,7323.5,683.5,743,504.5,170.5,81.5,98.5,793,6460,4676.5,4555.5,4708,4773.5,4879.5,5022,27613540000,33965525000,38415985000,-993740000,-3165960000,2485370000,26517.745,5718.29,0,1,1,0,0,0,0,0,74.195,74.225,75.11,11.09,10.14,8.415,56.3,56.46,59.620000000000005
890000992,6,87,100,721,1829375628,974227886,7273362482,21027306.068965517,9742278.86,10087881.389736477,8396000,2750000,7488000,50644909.238549925,36451513.00465725,14761648.49272301,2,5,24,3,1,4,58,54,235,0,0,0,66.66666666666666,54,32.593619972260754,0,0,0,0,0,0,6.020473581732517,Bajo,8097,7759,8888.5,444.5,516,215.5,102.5,134,140,681,6873,4896,4837,4904,4898,5108,5288,11427835000,13342895000,16899480000,-451525000,-428015000,464540000,55505.229999999996,282.655,20478.545,1,4,0,0,0,61.36142857142857,89.675,73.42,73.04,72.73,8.86,7.285,5.545,39.82,42.325,42.655
890001006,5,108,450,371,3855495969,7793126612,8074737783,35699036.75,17318059.13777778,21764791.86792453,7233000,3425352,5000000,91221685.1729891,57741093.72719544,57160019.557923526,12,66,57,4,4,4,65,120,111,1,1,0,60.18518518518518,26.666666666666668,29.919137466307276,1,1,1,1,1,1,24.877221721869773,Medio,8238,7598.5,8569.5,550,710,439,50.5,8,66.5,729,6406,4865.5,4900,4926,4915,5159.5,5230,25760890000,29056505000,37188230000,2260285000,467310000,992485000,33.235,0,25673.405,3,1,1,10706394774.67,0,0,0,73.49000000000001,73.08000000000001,71.06,11.115,9.95,8.02,57.94,60.725,60.055
890001098,7,119,292,235,1038327013,2214448426,2430833870,8725437.084033614,7583727.48630137,10343973.914893618,6457500,5701200,8320000,6494789.80010642,5705222.638723527,6485582.270291054,3,14,10,3,3,4,71,92,85,1,1,1,59.66386554621849,31.506849315068493,36.17021276595745,0,0,1,0,1,1,5.149222164825122,Bajo,8097,7759,8888.5,444.5,516,215.5,102.5,134,140,681,6873,4896,4837,4904,4898,5108,5288,11427835000,13342895000,16899480000,-451525000,-428015000,464540000,55505.229999999996,282.655,20478.545,1,4,0,0,0,61.36142857142857,89.675,73.42,73.04,72.73,8.86,7.285,5.545,39.82,42.325,42.655
